File name,URL link,Status Code,Status
/Users/ue/Downloads/2014_Winter/html/bec351bdf9f141dfbfcc14bd76a3439a.html,http://dx.doi.org/10.1111/j.1365-3016.2007.00810.x,303,See Other
/Users/ue/Downloads/2014_Winter/html/bec351bdf9f141dfbfcc14bd76a3439a.html,http://dx.doi.org/10.1289/ehp.8100,303,See Other
/Users/ue/Downloads/2014_Winter/html/c2d5f02badb54d00839d25e124c2eb1a.html,http://www.canada.com/life/Scientists+find+detect+level+toxins+mussels+years+after+deadly+exposure/6586824/story.html,302,Moved Temporarily
/Users/ue/Downloads/2014_Winter/html/c2d5f02badb54d00839d25e124c2eb1a.html,http://dx.doi.org/10.7326/0003-4819-130-3-199902020-00005,303,See Other
/Users/ue/Downloads/2014_Winter/html/c5326d76de3f4c038475717631e7a0a6.html,/Users/ue/Downloads/2014_Winter/static/CHEM181x_W8_ASS8_graph2_labelled.jpg,NA,File does not exist
/Users/ue/Downloads/2014_Winter/html/ca72b9519e1e4aa08c7c96d470a4ae3d.html,http://dx.doi.org/10.1159/000343109,303,See Other
/Users/ue/Downloads/2014_Winter/html/ca72b9519e1e4aa08c7c96d470a4ae3d.html,http://dx.doi.org/10.7326/0003-4819-121-5-199409010-00010,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1080/01635581.2011.563027,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1056/NEJM200007133430201,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1038/sj.bjc.6600726,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1021/jf900259m,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1001/archinternmed.2011.2287,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1002/ijc.1440,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1054/bjoc.2001.1920,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.3322/caac.20138,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.3390/toxins2010128,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1093/jnci/97.7.474,303,See Other
/Users/ue/Downloads/2014_Winter/html/cdfc5c1caee24ce7900bbdbc0692826b.html,http://dx.doi.org/10.1158/1940-6207.capr-08-0155,303,See Other
/Users/ue/Downloads/2014_Winter/html/d023a5c8f0454d6c9fbd6fae376c79e9.html,http://www.nytimes.com/2014/01/05/sunday-review/why-everyone-seems-to-have-cancer.html?src=recg&_r=0,303,See Other
/Users/ue/Downloads/2014_Winter/html/d023a5c8f0454d6c9fbd6fae376c79e9.html,http://onlinelibrary.wiley.com/doi/10.3322/caac.20107/pdf,405,Method Not Allowed
/Users/ue/Downloads/2014_Winter/html/d023a5c8f0454d6c9fbd6fae376c79e9.html,http://oehha.ca.gov/prop65/background/p65plain.html,403,Forbidden
/Users/ue/Downloads/2014_Winter/html/d023a5c8f0454d6c9fbd6fae376c79e9.html,http://www.geisinger.org/professionals/education/diet_intern/glycemic_manuscript.html,301,Moved permanently
/Users/ue/Downloads/2014_Winter/html/d4679a997474484a86be46175b31e490.html,http://dx.doi.org/10.1002/art.30514,303,See Other
/Users/ue/Downloads/2014_Winter/html/d4679a997474484a86be46175b31e490.html,http://www.nytimes.com/2008/01/27/weekinreview/27bittman.html?pagewanted=all&_r=0,303,See Other
/Users/ue/Downloads/2014_Winter/html/d4679a997474484a86be46175b31e490.html,http://dx.doi.org/10.1093/aje/kwt261,303,See Other
/Users/ue/Downloads/2014_Winter/html/d4679a997474484a86be46175b31e490.html,http://dx.doi.org/10.1001/archinternmed.2011.2287,303,See Other
/Users/ue/Downloads/2014_Winter/html/d4679a997474484a86be46175b31e490.html,http://www.fas.usda.gov/psdonline/circulars/livestock_poultry.pdf,301,Moved Permanently
/Users/ue/Downloads/2014_Winter/html/d91ef6989b644177ad035bd3ab5d184a.html,/Users/ue/Downloads/2014_Winter/static/CHEM1I81X_Entrance_Survey.jpg,NA,File does not exist
/Users/ue/Downloads/2014_Winter/html/dcf723600ba6463c855b3d8d68d2f4e7.html,"http://www.epi.umn.edu/cvdepi/pdfs/Keys,%20Atherosclerosis,%20A%20Problem%20in%20Newer%20Public%20Health.pdf",404,Not Found
/Users/ue/Downloads/2014_Winter/html/dcf723600ba6463c855b3d8d68d2f4e7.html,http://dx.doi.org/10.1001/jama.1992.03490070059042,303,See Other
/Users/ue/Downloads/2014_Winter/html/dcf723600ba6463c855b3d8d68d2f4e7.html,http://dx.doi.org/10.1038/nrd2353,303,See Other
